Album,Deluxe/Platinum Exclusive,Vault?,Song Title,Is there a Feature?,Lyrics,Length,Genre,Streams,Daily
Midnights,FALSE,FALSE,Mastermind,FALSE,"Once upon a time, the planets and the fates
And all the stars aligned
You and I ended up in the same room
At the same time
And the touch of a hand lit the fuse
Of a chain reaction of countermoves
To assess the equation of you
Checkmate, I couldn't lose
What if I told you none of it was accidental
And the first night that you saw me, nothing was gonna stop me?
I laid the groundwork and then, just like clockwork
The dominoes cascaded in a line
What if I told you I'm a mastermind?
And now you're mine
It was all by design
'Cause I'm a mastermind
You see, all the wisest women
Had to do it this way
'Cause we were born to be the pawn
In every lover's game
If you fail to plan, you plan to fail
Strategy sets the scene for the tale
I'm the wind in our free-flowing sails
And the liquor in our cocktails
What if I told you none of it was accidental
And the first night that you saw me, I knew I wanted your body?
I laid the groundwork and then, just like clockwork
The dominoes cascaded in a line
What if I told you I'm a mastermind?
And now you're mine
It was all my design
'Cause I'm a mastermind
No one wanted to play with me as a little kid
So I've been scheming like a criminal ever since
To make them love me and make it seem effortless
This this the first time I've felt the need to confess
And I swear
I'm only cryptic and Machiavellian 'cause I care
So I told you none of it was accidental
And the first night that you saw me, nothing was gonna stop me
I laid the groundwork and then saw a wide smirk
On your face, you knew the entire time
You knew that I'm a mastermind
And now you're mine
Yeah, all you did was smile
'Cause I'm a mastermind",3:11,Electropop,,
Midnights,TRUE,FALSE,The Great War,FALSE,"My knuckles were bruised like violets
Sucker punching walls, cursed you as I sleep-talked
Spineless in my tomb of silence
Tore your banners down, took the battle underground
And maybe it was ego swinging
Maybe it was her
Flashes of the battle come back to me in a blur
All that bloodshed, crimson clover
Uh-huh, sweet dream was over
My hand was the one you reached for
All throughout the Great War
Always remember
Uh-huh, tears on the letter
I vowed not to cry anymore
If we survived the Great War
You drew up some good faith treaties
I drew curtains closed, drank my poison all alone
You said I have to trust more freely
But diesel is desire, you were playin' with fire
And maybe it's the past that's talkin'
Screamin' from the crypt
Tellin' me to punish you for things you never did
So I justified it
All that bloodshed, crimson clover
Uh-huh, the bombs were close and
My hand was the one you reached for
All throughout the Great War
Always remember
Uh-huh, the burning embers
I vowed not to fight anymore
If we survived the Great War
Uh-huh
Uh-huh
It turned into something bigger
Somewhere in the haze, got a sense I'd been betrayed
Your finger on my hair pin triggers
Soldier down on that icy ground
Looked up at me with honor and truth
Broken and blue, so I called off the troops
That was the night I nearly lost you
I really thought I lost you
We can plant a memory garden
Say a solemn prayer, place a poppy in my hair
There's no morning glory, it was war, it wasn't fair
And we will never go back
To that bloodshed, crimson clover
Uh-huh, the worst was over
My hand was the one you reached for
All throughout the Great War
Always remember
Uh-huh, we're burned for better
I vowed I would always be yours
'Cause we survived the Great War
Uh-huh
Uh-huh
I would always be yours
'Cause we survived the Great War
Uh-huh
I vowed I would always be yours",4:00,"folk pop, synth-pop",,
Midnights,TRUE,FALSE,Bigger Than The Whole Word,FALSE,"No words appear before me in the aftermath
Salt streams out my eyes and into my ears
Every single thing I touch becomes sick with sadness
'Cause it's all over now, all out to sea
Goodbye, goodbye, goodbye
You were bigger than the whole sky
You were more than just a short time
And I've got a lot to pine about
I've got a lot to live without
I'm never gonna meet
What could've been, would've been
What should've been you
What could've been, would've been you
Did some bird flap its wings over in Asia?
Did some force take you because I didn't pray?
Every single thing to come has turned into ashes
'Cause it's all over, it's not meant to be
So I'll say words I don't believe
Goodbye, goodbye, goodbye
You were bigger than the whole sky
You were more than just a short time
And I've got a lot to pine about
I've got a lot to live without
I'm never gonna meet
What could've been, would've been
What should've been you
What could've been, would've been
What should've been you
(What could've been, would've been)
What could've been, would've been you
(Could've been, would've been)
(Could've been, would've been)
Goodbye, goodbye, goodbye
You were bigger than the whole sky
You were more than just a short time
And I've got a lot to pine about
I've got a lot to live without
I'm never gonna meet
What could've been, would've been
What should've been you",3:38,"Ballad, ambient",,
Midnights,TRUE,FALSE,Paris,FALSE,"""Your ex-friend's sister
Met someone at a club and he kissed her
Turns out it was that guy you hooked up with ages ago
Some wannabe Z-lister
And all the outfits were terrible
2003 unbearable
Did you see the photos?""
No, I didn't, but thanks, though
I'm so in love that I might stop breathing
Drew a map on your bedroom ceiling
No, I didn't see the news
'Cause we were somewhere else
Stumbled down pretend alleyways
Cheap wine, make believe it's champagne
I was taken by the view
Like we were in Paris
Like we were somewhere else
Like we were in Paris, oh
We were somewhere else
Privacy sign on the door
And on my page and on the whole world
Romance is not dead if you keep it just yours
Levitate above all the messes made
Sit quiet by my side in the shade
And not the kind that's thrown
I mean, the kind under where a tree has grown
I'm so in love that I might stop breathing
Drew a map on your bedroom ceiling
No, I didn't see the news
'Cause we were somewhere else
Stumbled down pretend alleyways
Cheap wine, make believe it's champagne
I was taken by the view
Like we were in Paris, oh
Like we were somewhere else
Like we were in Paris, oh
We were somewhere else
I wanna brainwash you
Into loving me forever
I wanna transport you
To somewhere the culture's clever
Confess my truth
In swooping, sloping, cursive letters
Let the only flashing lights be the tower at midnight
In my mind
We drew a map on your bedroom ceiling
No, I didn't see the news
'Cause we were somewhere else
In an alleyway, drinking champagne
'Cause we were in Paris
Yes, we were somewhere else
My love, we were in Paris
Yes, we were somewhere else",3:16,Electropop,,
Midnights,TRUE,FALSE,High Infidelity,FALSE,"Lock broken, slur spoken
Wound open, game token
I didn't know you were keeping count
Rain soaking, blind hoping
You said I was freeloading
I didn't know you were keeping count
High infidelity
Put on your records and regret me
I bent the truth too far tonight
I was dancing around, dancing around it
High infidelity
Put on your headphones and burn my city
Your picket fence is sharp as knives
I was dancing around, dancing around it
Do you really want to know where I was April 29th?
Do I really have to chart the constellations in his eyes?
Storm coming, good husband
Bad omen
Dragged my feet right down the aisle
At the house lonely, good money
I'd pay if you'd just know me
Seemed like the right thing at the time
You know there's many different ways
That you can kill the one you love
The slowest way is never loving them enough
Do you really want to know where I was April 29th?
Do I really have to tell you how he brought me back to life?
High infidelity
Put on your records and regret me
I bent the truth too far tonight
I was dancing around, dancing around it
High infidelity
Put on your headphones and burn my city
Your picket fence is sharp as knives
I was dancing around, dancing around it
Do you really want to know where I was April 29th?
Do I really have to chart the constellations in his eyes?
You know there's many different ways that you can kill the one you love
The slowest way is never loving them enough
High infidelity
Put on your records and regret meeting me
I bent the truth too far tonight
I was dancing around, dancing around it
High infidelity
Put on your headphones and burn my city
Your picket fence is sharp as knives
I was dancing around, dancing around it
Oh, there's many different ways that you can kill the one you love
And it's never enough, it's never enough
Lock broken, slur spoken
Wound open, game token
I didn't know you were keeping count
Rain soaking, blind hoping
You said I was freeloading
I didn't know you were keeping count
But oh, you were keeping count",3:51,"Alternative pop, electropop, synth-pop",,
Midnights,TRUE,FALSE,Glitch,FALSE,"We were supposed to be just friends
You don't live in my part of town, but maybe I'll see you out some weekend
Depending on what kind of mood and situation-ship I'm in
And what's in my system
I think there's been a glitch, oh, yeah
Five seconds later, I'm fastening myself to you with a stitch, oh, yeah
And I'm not even sorry
Nights are so starry, blood moonlit
It must be counterfeit
I think there's been a glitch, oh, yeah
I was supposed to sweat you out
In search of glorious happenings of happenstance on someone else's playground
But it's been two thousand one hundred and 90 days of our love blackout
The system's breaking down (the system's breaking down)
I think there's been a glitch
Five seconds later, I'm fastening myself to you with a stitch
And I'm not even sorry
Nights are so starry, blood moonlit
It must be counterfeit
I think there's been a glitch
A brief interruption, a slight malfunction
I'd go back to wanting dudes who give nothing
I thought we had no chance
And that's romance, let's dance
Glitch
Five seconds later, I'm fastening myself to you with a stitch
And I'm not even sorry
Nights are so starry, blood moonlit
It must be counterfeit
I think there's been a glitch",2:28,"Alternative pop, trip hop",,
Midnights,TRUE,FALSE,"Would've, Could've, Should've",FALSE,"If you would've blinked then I would've
Looked away at the first glance
If you tasted poison, you could've
Spit me out at the first chance
If I was some paint, did it splatter
On a promising grown man?
And if I was a child, did it matter
If you got to wash your hands?
Ooh, oh
All I used to do was pray
Would've, could've, should've
If you'd never looked my way
I would've stayed on my knees
And I damn sure never would've danced with the devil
At nineteen
And the God's honest truth is that the pain was heaven
And now that I'm grown, I'm scared of ghosts
Memories feel like weapons
And now that I know, I wish you'd left me wondering
If you never touched me, I would've
Gone along with the righteous
If I never blushed, then they could've
Never whispered about this
And if you never saved me from boredom
I could've gone on as I was
But, Lord, you made me feel important
And then you tried to erase us
Ooh, oh
You're a crisis of my faith
Would've, could've, should've
If I'd only played it safe
I would've stayed on my knees
And I damn sure never would've danced with the devil
At nineteen
And the God's honest truth is that the pain was heaven
And now that I'm grown, I'm scared of ghosts
Memories feel like weapons
And now that I know, I wish you'd left me wondering
God rest my soul, I miss who I used to be
The tomb won't close, stained glass windows in my mind
I regret you all the time
I can't let this go, I fight with you in my sleep
The wound won't close, I keep on waiting for a sign
I regret you all the time
If clarity's in death, then why won't this die?
Years of tearing down our banners, you and I
Living for the thrill of hitting you where it hurts
Give me back my girlhood, it was mine first
And I damn sure never would've danced with the devil
At nineteen
And the God's honest truth is that the pain was heaven
And now that I'm grown, I'm scared of ghosts
Memories feel like weapons
And now that I know, I wish you'd left me wondering
God rest my soul, I miss who I used to be
The tomb won't close, stained glass windows in my mind
I regret you all the time
I can't let this go, I fight with you in my sleep
The wound won't close, I keep on waiting for a sign
I regret you all the time
Oh, God rest my soul, I miss who I used to be
The tomb won't close, stained glass windows in my mind
I regret you all the time
I can't let this go, I fight with you in my sleep
The wound won't close, I keep on waiting for a sign
I regret you all the time",4:20,Soft rock,,
Midnights,TRUE,FALSE,Dear Reader,FALSE,"Dear reader
If it feels like a trap, you're already in one
Dear reader
Get out your map, pick somewhere and just run
Dear reader
Burn all the files, desert all your past lives
And if you don't recognize yourself
That means you did it right
Never take advice from someone who's falling apart
Never take advice from someone who's falling apart
(You should find another)
Dear reader
Bend when you can, snap when you have to
Dear reader
You don't have to answer, just 'cause they asked you
(You should find another)
Dear reader
The greatest of luxuries is your secrets
Dear reader
When you aim at the devil, make sure you don't miss
Never take advice from someone who's falling apart
Never take advice from someone who's falling apart
So I wander through these nights
I prefer hiding in plain sight
My fourth drink in my hand
These desperate prayers of a cursed man
Spilling out to you for free
But darling, darling, please
You wouldn't take my word for it
If you knew who was talking
If you knew where I was walking
To a house, not a home, all alone 'cause nobody's there
Where I pace in my pen and
My friends found friends who care
No one sees when you lose
When you're playing solitaire
You should find another guiding light
Guiding light
But I shine so bright
You should find another guiding light
Guiding light
But I shine so bright
You should find another
You should find another
Guiding light
But I shine so bright
You should find another
You should find another",3:45,"Alternative pop, electropop, experimental pop",,
Midnights,TRUE,FALSE,Hits Different,FALSE,"I washed my hands of us at the club
You made a mess of me
I pictured you with other girls in love
Then threw up on the street
Like waiting for a bus that never shows
You just start walkin' on
They say that if it's right, you know
Each bar plays our song
Nothing has ever felt so wrong
Oh my, love is a lie
Shit my friends say to get me by
It hits different
It hits different this time
Catastrophic blues
Movin' on was always easy for me to do
It hits different
It hits different 'cause it's you
('Cause it's you)
I used to switch out these Kens, I'd just ghost
Rip the Band-Aid off and skip town like an asshole outlaw
Freedom felt like summer then on the coast
Now the sun burns my heart and the sand hurts my feelings
And I never don't cry (no, I never don't cry) at the bar
Yeah, my sadness is contagious (my sadness is contagious)
I slur your name 'til someone puts me in a car
I stopped receiving invitations
Oh my, love is a lie
Shit my friends say to get me by
It hits different
It hits different this time
Catastrophic blues
Movin' on was always easy for me to do
It hits different
It hits different 'cause it's you
('Cause it's you)
I find the artifacts, cried over a hat
Cursed the space that I needed
I trace the evidence, make it make some sense
Why the wound is still bleedin'
You were the one that I loved
Don't need another metaphor, it's simple enough
A wrinkle in time like the crease by your eyes
This is why they shouldn't kill off the main guy
Dreams of your hair and your stare and sense of belief
In the good in the world, you once believed in me
And I felt you and I held you for a while
Bet I could still melt your world
Argumentative, antithetical dream girl
I heard your key turn in the door down the hallway
Is that your key in the door?
Is it okay? Is it you?
Or have they come to take me away?
To take me away
Oh my, love is a lie
Shit my friends say to get me by
It hits different (it hits different)
It hits different this time
Catastrophic blues
Movin' on was always easy for me to do
It hits different (it hits different)
It hits different 'cause it's you
Oh, my, love is a lie
Shit my friends say to get me by
'Cause it's you
Catastrophic blues
Movin' on was always easy for me to do
It hits different (yeah)
Hits different 'cause it's you",3:54,"Bubblegum pop, disco",,
Midnights,TRUE,FALSE,Snow On The Beach,TRUE,"One night, a few Moons ago
I saw flecks of what could've been lights
But it might just have been you
Passing by unbeknownst to me

Life is emotionally abusive
And time can't stop me quite like you did
And my flight was awful, thanks for asking
I'm unglued, thanks to you

And it's like snow at the beach
Weird, but fucking beautiful
Flying in a dream
Stars by the pocketful
You wanting me
Tonight feels impossible
But it's coming down
No sound, it's all around

Like snow on the beach
Like snow on the beach
Like snow on the beach
Like snow, ah

This scene feels like what I once saw on a screen
I searched: Aurora borealis green
I've never seen someone lit from within
Blurring out my periphery

My smile is like I won a contest
And to hide that would be so dishonest
And it's fine to fake it till you make it
Till you do, till it's true

Now it's like snow at the beach
Weird, but fucking beautiful
Flying in a dream
Stars by the pocketful
You wanting me
Tonight feels impossible
But it's coming down
No sound, it's all around

Like snow on the beach
Like snow on the beach
Like snow on the beach
Like snow, ah

I (I) can't (can't) speak, afraid to jinx it
I (I) don't (don't) even dare to wish it
But your eyes are flying saucers from another planet
Now I'm all for you like Janet
Can this be a real thing? Can it?

Are we falling like snow at the beach? (Snow at the beach)
Weird, but fucking beautiful
Flying in a dream (flying in a dream)
Stars by the pocketful
You wanting me (you wanting me)
Tonight feels impossible
But it's coming down
No sound, it's all around

Like snow on the beach (snow on the beach)
Like snow on the beach (snow on the beach)
Like snow on the beach (snow on the beach)
Like snow, ah
It's coming down
No sound, it's all around

Like snow on the beach
Like snow, like snow, ah",3:49,Dream-pop,,
Midnights,TRUE,FALSE,Karma,TRUE,"Karma is that girl, like (grrah)

You're talkin' shit for the hell of it
Addicted to betrayal, but you're relevant
You're terrified to look down
'Cause if you dare, you'll see the glare
Of everyone you burned just to get there
It's coming back around

And I keep my side of the street clean
You wouldn't know what I mean

'Cause karma is my boyfriend, karma is a god
Karma is the breeze in my hair on the weekend
Karma's a relaxing thought
Aren't you envious that for you it's not?
Sweet like honey, karma is a cat
Purring in my lap 'cause it loves me
Flexing like a Goddamn acrobat
Me and karma vibe like that

Karma is your ch?cks by the bounce (damn)
Karma is the fire in ya house (grrah)
And she 'bout to pop up unannounced (like)
And she never leavin' you alone (damn)
Watch it put your opps on the throne (yeah)
Got you wavin' pretty white flags, feenin' for that cash
Thinkin' it'll save ya, now you switchin' up your behaviour
It's okay, baby, you ain't gotta worry, karma never gets lazy
So, I keep my head up, my bread up, I won't let up (never)
Promise that you'll never endeavor with nothin' lesser (ever, ever)
I be draggin' that wagon, karma is a beauty
Winning that pageant, yeah

'Cause karma is my boyfriend, karma is a god
Karma is the breeze in my hair on the weekend
Karma's a relaxing thought
Aren't you envious that for you it's not?
Sweet like honey, karma is a cat
Purring in my lap 'cause it loves me
Flexing like a Goddamn acrobat
Me and karma vibe like that (grrah)

Ask me what I learned from all those years
Ask me what I earned from all those tears
Ask me why so many fade, but I'm still here
(I'm still, I'm still here)

'Cause karma is the thunder, rattling your ground
Karma's on your scent like a bounty hunter
And karma's gonna track you down
Step by step, from town to town
Sweet like justice, karma is a queen
Karma takes all my friends to the summit (facts)
Karma is the guy on the screen
Comin' straight home to me

'Cause karma is my boyfriend (karma is my boyfriend), karma is a god
Karma is the breeze in my hair on the weekend (weekend)
Karma's a relaxing thought
Aren't you envious that for you it's not?
Sweet like honey, karma is a cat
Purring in my lap 'cause it loves me
Flexing like a Goddamn acrobat
Me and karma vibe like that

Karma is my boyfriend
Karma is a god
Karma is my bestie (mm)
Karma's a relaxing thought
Karma's gonna hold you down",3:21,"Alternative pop, chillwave, disco, electroclash, techno",,
TTPD,FALSE,FALSE,Fortnight,TRUE,"I was supposed to be sent away, but they forgot to come and get me
I was a functioning alcoholic till nobody noticed my new aesthetic
All of this to say, I hope you're okay, but you're the reason
And no one here's to blame, but what about your quiet treason?

And for a fortnight there, we were forever
Run into you sometimes, ask about the weather
Now you're in my backyard, turned into good neighbors
Your wife waters flowers
I wanna kill her

All my mornings are Mondays stuck in an endless February
I took the miracle move-on drug, the effects were temporary

And I love you, it's ruining my life
I love you, it's ruining my life
I touched you for only a fortnight
I touched you
But I touched you

And for a fortnight there, we were forever
Run into you sometimes, ask about the weather
Now you're in my backyard, turned into good neighbors
Your wife waters flowers
I wanna kill her

And for a fortnight there, we were together
Run into you sometimes, comment on my sweater
Now you're at the mailbox, turned into good neighbors
My husband is cheating
I wanna kill him

I love you, it's ruining my life
I love you, it's ruining my life
I touched you for only a fortnight
I touched you
I touched you

I love you, it's ruining my life
I love you, it's ruining my life
I touched you for only a fortnight
I touched you
I touched you

Thought of calling ya, but you won't pick up
Another fortnight lost in America
Move to Florida, buy the car you want
But it won't start up till you touch, touch, touch me

Thought of calling ya, but you won't pick up
Another fortnight lost in America
Move to Florida, buy the car you want
But it won't start up till I touch, touch, touch you",3:48,"Synth-pop, electropop, new wave, downtempo",,
TTPD,FALSE,FALSE,The Tortured Poets Department,FALSE,"You left your typewriter at my apartment
Straight from the Tortured Poets Department
I think some things I never say
Like, ""Who uses typewriters anyway?""
But you're in self-sabotage mode
Throwing spikes down on the road
But I've seen this episode and still loved the show
Who else decodes you?
And who's gonna hold you like me?
And who's gonna know you, if not me?
I laughed in your face and said
""You're not Dylan Thomas, I'm not Patti Smith
This ain't the Chelsea Hotel, we're modern idiots""
And who's gonna hold you like me?
Nobody
No-fucking-body
Nobody
You smoked, then ate seven bars of chocolate
We declared Charlie Puth should be a bigger artist
I scratch your head, you fall asleep
Like a tattooed golden retriever
But you awaken with dread
Pounding nails in your head
But I've read this one where you come undone
I chose this cyclone with you
And who's gonna hold you like me?
(Who's gonna hold you? Who's gonna hold you?)
And who's gonna know you like me?
(Who's gonna know you?)
I laughed in your face and said
""You're not Dylan Thomas, I'm not Patti Smith
This ain't the Chelsea Hotel, we're modern idiots""
And who's gonna hold you like me?
(Who's gonna hold you? Who's gonna hold you?)
No-fucking-body
(Who's gonna hold you? Who's gonna hold you?)
Nobody
(Who's gonna hold you? Gonna know you? Gonna troll you?)
Nobody
Sometimes, I wonder if you're gonna screw this up with me
But you told Lucy you'd kill yourself if I ever leave
And I had said that to Jack about you, so I felt seen
Everyone we know understands why it's meant to be
'Cause we're crazy
So tell me, who else is gonna know me?
At dinner, you take my ring off my middle finger
And put it on the one people put wedding rings on
And that's the closest I've come to my heart exploding
Who's gonna hold you? (Who?)
Me
Who's gonna know you? (Who?)
Me
And you're not Dylan Thomas, I'm not Patti Smith
This ain't the Chelsea Hotel, we're two idiots
Who's gonna hold you?
Who's gonna hold you?
Who's gonna hold you?
Who's gonna hold you?
Who's gonna hold you?
Who's gonna hold you?
Who's gonna hold you?
Who's gonna hold you?
Gonna know you? Gonna troll you?
You left your typewriter at my apartment
Straight from the Tortured Poets Department
Who else decodes you?",4:53,"Synth-pop, jangle pop",,
TTPD,FALSE,FALSE,My Boy Only Breaks His Favorite Toys,FALSE,"Oh, here we go again.
The voices in his head
Called the rain to end our days of wild
The sickest army doll
Purchased at the mall
Rivulets descend my plastic smile
But you should've seen him
When he first got me
My boy only breaks his favorite toys
I'm queen of sand castles he destroys
Cause it fit too right
Puzzle pieces in the dead of night
Should've known it was a matter of time
Oh, my boy only breaks his favorite toys
There was a litany of reasons why
We could've played for keeps this time
I know I'm just repeating myself
Put me back on my shelf
But first - Pull the string
And I'll tell you that he runs
Because he loves me.
Cause you should've seen him
When he first saw me.
My boy only breaks his favorite toys
I'm queen of sand castles he destroys
Cause I knew too much
There was danger in the heat of my touch
He saw forever so he smashed it up
Oh, my boy only breaks his favorite toys
Once I fix me, he's gonna miss me
Once I fix me, he's gonna miss me
Just say when, I'd play again
He was my best friend
Down at the sandlot
I felt more when we played pretend
Than with all the Kens
Cause he took me out of my box
Stole my tortured heart
Left all these broken parts
Told me I'm better off
But I'm not
I'm not
I'm not.",3:23,Synth-pop,,
TTPD,FALSE,FALSE,Down Bad,FALSE,"Did you really beam me up?
In a cloud of sparkling dust
Just to do experiments on
Tell me I was the chosen one
Show me that this world is bigger than us
Then sent me back where I came from
For a moment I knew cosmic love
Now I'm down bad crying at the gym
Everything comes out teenage petulance
""What if I can't have him""
""I might just die, it would make no difference.""
Down bad, waking up in blood
Staring at the sky, come back and pick me up
What if I can't have us.
I might just not get up
I might stay down bad
What if I can't have him
Down bad
What if I can't have him
Did you take all my old clothes?
Just to leave me here naked and alone
In a field in my same old town
That somehow seems so hollow now
They'll say I'm nuts if I talk about the existence of you
For a moment I was heaven struck
Now I'm down bad crying at the gym
Everything comes out teenage petulance
""What if I can't have him""
""I might just die, it would make no difference.""
Down bad, waking up in blood
Staring at the sky, come back and pick me up
What if I can't have us.
I might just not get up
I might stay down bad
Like I lost my twin
What if I can't have him
Down bad
Down bad
Waving at the ship
What if I can't have him
I loved your hostile takeovers
Encounters closer and closer
All your indecent exposures
How dare you say that it's -
I'll build you a fort on some planet
Where they can all understand it
How dare you think it's romantic
Leaving me safe and stranded
Cause what if I was in love
What if I can't have us.
Cause what if I was in love
Now I'm down bad crying at the gym
Everything comes out teenage petulance
""What if I can't have him""
""I might just die, it would make no difference.""
Down bad, waking up in blood
Staring at the sky, come back and pick me up
What if I can't have us.
I might just not get up
I might stay down bad
Like I lost my twin
What if I can't have him
Down bad
Down bad
Waving at the ship
What if I can't have him
Like I lost my twin
What if I can't have him
Down bad
Waving at the ship
What if I can't have him",4:21,"Synth-pop, R&B",,
TTPD,FALSE,FALSE,"So Long, London",FALSE,"I saw in my mind fairy lights through the mist
I kept calm and carried the weight of the rift
Pulled him in tighter each time he was drifting away
My spine split from carrying us up the hill
Wet through my clothes, weary bones caught the chill
I stopped trying to make him laugh
Stopped trying to drill the safe
Thinkin, how much sad did you think I had
Did you think I had in me?
Oh, the tragedy ...
So long, London
You'll find someone ...
I didn't opt in to be your odd man out
I founded the club she's heard great things about
I left all I knew, you left me at the house by the Heath
I stopped CPR, after all it's no use
The spirit was gone, we would never come to
And I'm pissed off you let me give you all that youth for free
For so long, London
Stitches undone
Two graves, one gun
I'll find someone ...
And you say I abandoned the ship
But I was going down with it
My white knuckle dying grip
Holding tight to your quiet resentment and
My friends said it isn't right to be scared
Every day of a love affair
Every breath feels like rarest air
When you're not sure if he wants to be there
So how much sad did you think I had,
Did you think I had in me?
How much tragedy?
Just how low did you think I'd go?
Before I'd self-implode
Before I'd have to go be free
You swore that you loved me but where were the clues?
I died on the altar waiting for the proof
You sacrificed us to the gods of your bluest days
And I'm just getting color back into my face
I'm just mad as hell cause I loved this place
For so long, London
Had a good run
A moment of warm sun
But I'm not the one
So long, London
Stitches undone
Two graves, one gun
You'll find someone ...",4:22,"Synth-pop, chamber pop, downtempo",,
TTPD,FALSE,FALSE,But Daddy I Love Him,FALSE,"I forget how the West was won
I forget if this was ever fun
I just learned these people only raise you to cage you
Sarahs and Hannahs in their Sunday best
Clutching their pearls, sighing ""What a mess""
I just learned these people try and save you
... cause they hate you
Too high a horse
For a simple girl to rise above it
They slammed the door on my whole world
The one thing I wanted
Now I'm running with my dress unbuttoned
Screaming ""But Daddy I love him!""
I'm having his baby
No, I'm not, but you should see your faces
I'm telling him to floor it through the fences
No, I'm not coming to my senses
I know he's crazy but he's the one I want
Dutiful daughter, all my plans were laid
Tendrils tucked into a woven braid
Growing up precocious sometimes means not growing up at all
He was chaos, he was revelry
Bedroom eyes like a remedy
Soon enough the elders had convened
Down at the city hall
""Stay away from her""
The saboteurs protested too much
Lord knows the words we never heard
Just screeching tires and true love
And now I'm running with my dress unbuttoned
Screaming ""But Daddy I love him!""
I'm having his baby
No, I'm not, but you should see your faces
I'm telling him to floor it through the fences
No, I'm not coming to my senses
I know he's crazy but he's the one I want
I'll tell you something right now
I'd rather burn my whole life down
Than listen to one more second of all this griping and moaning
I'll tell you something about my good name
It's mine alone to disgrace
I don't cater to all these vipers dressed in empath's clothing
God save the most judgmental creeps
Who say they want what's best for me
Sanctimoniously performing soliloquies I'll never see
Thinking it can change the beat
Of my heart when he touches me
And counteract the chemistry
And undo the destiny
You ain't gotta pray for me
Me and my wild boy
And all this wild joy
If all you want is gray for me
Then it's just white noise
And it's just my choice
There's a lot of people in town that I
Bestow upon my fakest smiles
Scandal does funny things to pride
But brings lovers closer
We came back when the heat died down
Went to my parents and they came around
All the wine moms are still holding out
But it's over.
Now I'm dancing in my dress in the sun and
Even my daddy just loves him
I'm his lady, and oh my God
You should see your faces
Time, doesn't it give some perspective
No, you can't come to the wedding
I know he's crazy but he's the one I want
I'll tell you something right now you ain't gotta pray for me
Me and my wild boy and all of this wild joy
He was chaos, he was revelry
If all you want is gray for me
Then it's just white noise, and it's my choice
Screaming ""But Daddy I love him!""
I'm having his baby
No, I'm not! But you –
Should see your faces
But oh my God you should see your faces",5:40,Alternative country,,
TTPD,FALSE,FALSE,Fresh Out The Slammer,FALSE,"Now, pretty baby, I'm running back home to you
Fresh out the slammer, I know who my first call will be to
(Fresh out the slammer, oh)
Another summer taking cover, rolling thunder
He don't understand me
Splintered back in winter, silent dinners, bitter
He was with her in dreams
Gray and blue and fights and tunnels
Handcuffed to the spell I was under
For just one hour of sunshine
Years of labor, locks and ceilings
In the shade of how he was feeling
But it's gonna be alright, I did my time
Now pretty baby, I'm running back home to you
Fresh out the slammer, I know who my first call will be to
(Fresh out the slammer, oh)
Camera flashes, welcome bashes
Get the matches, toss the ashes off the ledge
As I said in my letters, now that I know better
I will never lose my baby again
My friends tried, but I wouldn't hear it
Watch me daily disappearing
For just one glimpse of his smile
All those nights you kept me going
Swirled you into all of my poems
Now we're at the starting line, I did my time
Now, pretty baby, I'm running
To the house where you still wait up, and that porch light gleams
To the one who says I'm the girl of his American dreams
And no matter what I've done, it wouldn't matter anyway
Ain't no way I'm gonna screw up now that I know what's at stake
Here, at the park where we used to sit on children's swings
Wearing imaginary rings
But it's gonna be alright, I did my time",3:30,Alternative country,,
TTPD,FALSE,FALSE,Florida!!!,TRUE,"You can beat the heat if you beat the charges too
They said I was a cheat, I guess it must be true
And my friends all smell like weed or little babies
And this city reeks of driving myself crazy
Little did you know
Your home's really only a town you're just a guest in
So you work your life away
Just to pay for a timeshare down in Destin
Florida is one hell of a drug
Florida, can I use you up?
The hurricane with my name when it came
I got drunk and I dared it to wash me away
Barricaded in the bathroom with a bottle of wine
Well, me and my ghosts, we had a hell of a time
Yes, I'm haunted but I'm feeling just fine
All my girls got their lace and their crimes
And your cheating husband disappeared
Well, no one asks any questions here
So I did my best to lay to rest
All of the bodies that have ever been on my body
And in my mind, they sink into the swamp
Is that a bad thing to say in a song?
Little did you know
Your home's really only the town you'll get arrested
So you pack your life away
Just to wait out the shitstorm back in Texas
Florida is one hell of a drug
Florida, can I use you up?
I need to forget, so take me to Florida
I've got some regrets, I'll bury them in Florida
Tell me I'm despicable, say it's unforgivable
At least the dolls are beautiful, fuck me up, Florida
I need to forget, so take me to Florida
I've got some regrets, I'll bury them in Florida
Tell me I'm despicable, say it's unforgivable
What a crash, what a rush, fuck me up, Florida
It's one hell of a drug
It's one hell of a drug
Love left me like this and I don't want to exist
So take me to Florida
Little did you know
Your home's really only a town you're just a guest in (take me to Florida)
So you work your life away
Just to pay for a timeshare down in Destin (take me to Florida)
Little did you know
Your home's really only the town you'll get arrested (take me to Florida)
So you pack your life away
Just to wait out the shitstorm back in Texas (take me to)
Florida is one hell of a drug (take me to)
Florida, can I use you up?
Florida is one hell of a drug
Florida, go on, fuck me up",3:35,"psychedelic rock, southern gothic",,
